sex,age,income,wt,ht,bmi,waist
male,80,15000,97.5,175,31.84,117.5
male,42,100000,100,175.8,32.36,102.5
female,22,20000,79.4,162,30.25,99.4
female,80,5000,42.7,142.5,21.03,85.4
female,55,75000,126.2,176,40.74,124.8
male,56,15000,145.6,187.1,41.59,136.9
female,18,25000,47.1,147.5,21.65,70.1
female,23,100000,88.3,154,37.23,114.9
male,52,100000,93.7,183.7,27.77,109.8
female,36,45000,61.6,149.5,27.56,91.1
male,24,35000,54.9,175.4,17.84,70.9
female,18,20000,52,163.8,19.38,75.5
female,29,75000,66,171.3,22.49,83.7
female,50,15000,39,157.4,15.74,
female,60,100000,89.7,156.6,36.58,107.3
female,64,45000,80.1,162.3,30.41,103.2
female,74,15000,50.2,162.5,19.01,79.8
female,55,100000,58.5,159.8,22.91,87.1
female,16,10000,65.8,156.8,26.76,92.7
female,16,,54.3,159.6,21.32,72.6
male,12,15000,61,167.9,21.64,83.2
male,15,45000,54,172.6,18.13,86.4
female,27,5000,61.4,158.1,24.56,80.3
male,80,45000,72.3,160.3,28.14,106.5
female,58,15000,98.9,155.8,40.74,
female,44,55000,62.3,171.6,21.16,83.8
female,72,45000,83.9,166.2,30.37,99.4
female,40,100000,74.9,162.1,28.5,94
male,46,20000,102,191.7,27.76,104.5
female,28,15000,76.9,171.5,26.15,95.3
male,35,25000,95.7,177.2,30.48,114
male,66,100000,123.1,178.4,38.68,129.7
male,30,75000,77.3,171.7,26.22,92
female,27,65000,61.7,153.2,26.29,83
male,54,10000,92.8,174.6,30.44,107.5
male,78,55000,92.1,172.5,30.95,111.2
female,14,20000,69.8,156.9,28.35,81.5
male,54,25000,73.5,167,26.35,96.8
female,20,20000,64.3,156.2,26.35,88.7
male,42,100000,91,187.4,25.91,96.8
male,48,25000,74.3,156.6,30.3,98.7
female,30,75000,55.6,156,22.85,76.5
female,54,10000,66.5,150.9,29.2,99.5
female,32,20000,47.6,165.4,17.4,71.3
male,78,20000,98,167.6,34.89,116
male,18,35000,72.4,171.2,24.7,76.4
female,80,25000,63.8,152.2,27.54,94.8
female,44,100000,70.5,155.2,29.27,94
male,43,25000,86.4,176.6,27.7,91.6
female,18,100000,63.6,161,24.54,80.1
female,52,20000,87.7,164.2,32.53,108.5
male,54,35000,126.7,175.1,41.32,131
female,70,25000,116.9,158.8,46.36,129.5
female,51,100000,62.7,155.7,25.86,85.5
male,79,25000,62.7,168.6,22.06,94.8
male,55,100000,105.9,192,28.73,107.3
male,55,35000,80.3,172.3,27.05,100.5
female,64,20000,72.5,160.2,28.25,99.3
female,22,20000,55.2,153.5,23.43,85.8
male,23,15000,63.4,180,19.57,72.2
female,80,75000,51.2,146.9,23.73,73.7
female,60,100000,82.9,165.6,30.23,108.7
male,80,10000,59.2,170.5,20.36,85.7
male,24,0,66.9,163.9,24.9,85
female,25,25000,101,175.1,32.94,114
female,52,,78.3,172.9,26.19,96.6
female,73,20000,50.1,152,21.68,73.2
female,52,75000,83.8,164.1,31.12,105.4
female,34,10000,97,158.9,38.42,126.4
male,30,35000,85.8,173.2,28.6,98.6
male,38,100000,94.5,175.9,30.54,105.1
male,16,15000,65.1,190.4,17.96,76.1
female,13,35000,50.5,153.4,21.46,70.3
female,75,20000,120.7,151.1,52.87,
female,17,35000,66.8,171.4,22.74,79.7
male,49,75000,141.1,178.1,44.48,133.6
male,16,100000,56.5,170,19.55,67.2
male,75,15000,86.6,165.9,31.46,113.2
male,61,75000,97.3,167.7,34.6,123
male,36,65000,101.4,178.8,31.72,106
female,27,10000,90.5,149.4,40.55,112.3
female,12,55000,46,157.2,18.61,70.4
female,58,20000,130.6,168,46.27,140.3
female,18,25000,49,160.1,19.12,69.8
male,49,10000,82.7,174,27.32,98.6
male,70,20000,97.4,184.8,28.52,104.2
male,69,35000,78.8,174.6,25.85,104.4
female,30,75000,99.4,166.6,35.81,111.3
male,14,5000,68.8,165.2,25.21,83.3
female,64,35000,84.2,162.5,31.89,110.3
male,30,25000,76.5,183.2,22.79,90
male,15,100000,101.5,181.7,30.74,100.1
male,56,5000,81.1,166.1,29.4,98.6
female,80,75000,108.7,164.2,40.32,116.1
female,63,5000,68.7,153.4,29.19,95.7
female,58,55000,84.2,157,34.16,109
female,37,10000,80.6,161,31.09,93.6
male,74,75000,63.6,166.9,22.83,89.7
female,44,,76.1,163.7,28.4,100.2
male,36,45000,145.1,188.5,40.84,130.5
male,66,5000,69.5,165.1,25.5,94.3
female,62,15000,68.4,161.3,26.29,90
female,42,45000,72.8,165.5,26.58,88
male,29,5000,121.8,191.5,33.21,112.5
female,68,10000,80.5,160.8,31.13,98.8
female,31,35000,97,174.9,31.71,112.5
male,44,100000,79.7,179.5,24.74,85.4
female,18,15000,143.6,183.8,42.51,144.1
male,27,15000,83.9,172.7,28.13,98.6
male,13,55000,37.5,149.3,16.82,61.2
male,21,100000,82.2,178.5,25.8,82
female,66,15000,71.2,157.6,28.67,100.2
female,31,75000,59.8,171.8,20.26,77.4
female,46,35000,99.1,169.6,34.45,121.5
female,80,35000,85.2,162.1,32.42,108
female,28,35000,89.2,157.7,35.87,112.3
female,80,55000,49.9,158.7,19.81,86.8
male,65,10000,102.5,172.2,34.57,123.4
male,62,75000,92.6,166.6,33.36,109.1
male,29,75000,100.8,169.7,35,103.6
male,49,65000,113.6,169.3,39.63,125
female,43,10000,68.6,151.9,29.73,104.9
male,55,45000,81.3,175.7,26.34,100
male,35,55000,102.7,181.5,31.18,103.6
female,61,75000,104.4,164.7,38.49,120.3
male,36,55000,67.6,180.3,20.79,81.3
female,43,20000,70.8,169.3,24.7,81.1
male,33,55000,65.5,175.3,21.31,85.7
male,17,20000,104.5,177.5,33.17,
female,17,65000,75.6,166,27.44,81.7
female,64,15000,85.2,164.1,31.64,104
male,15,20000,77.7,178.5,24.39,82.8
male,62,75000,88.8,171.9,30.05,101.5
female,16,5000,47.1,160.6,18.26,67.6
male,76,35000,66.6,168.4,23.48,90.3
female,50,45000,73.9,168.3,26.09,94.8
female,51,,79.2,157.4,31.97,98
female,31,10000,83.6,152.5,35.95,111.5
female,32,55000,64.5,166.9,23.16,84.1
female,45,20000,98.5,161.7,37.67,
female,57,75000,57,170.8,19.54,80
male,54,100000,75.4,173.2,25.13,93.6
male,30,35000,83.6,181,25.52,87.8
female,80,45000,56.1,158,22.47,78.7
male,45,55000,83,186.3,23.91,83.5
female,57,25000,68,168.8,23.87,97.2
male,38,35000,93.8,186.6,26.94,105.9
male,64,100000,83.6,178.8,26.15,98.2
female,20,100000,52.6,150.3,23.28,73
female,42,15000,51.9,166.8,18.65,70.1
female,77,10000,65.1,168.9,22.82,93.5
female,48,75000,72.3,166.6,26.05,77.8
male,70,100000,103.8,174.3,34.17,119.6
female,50,20000,76.5,156,31.43,99.6
male,43,100000,115.7,180.8,35.39,114.2
female,18,45000,65.9,163.9,24.53,82.9
female,19,25000,55.2,153.7,23.37,74.4
female,30,20000,64.5,161.1,24.85,89
male,61,10000,70.4,166.4,25.43,98
female,40,35000,75,154.7,31.34,91.6
male,13,100000,95.2,170.3,32.83,104.8
male,32,20000,79.3,171,27.12,98.8
male,74,65000,84.5,167.8,30.01,107.5
male,43,55000,94.1,162,35.86,111.6
male,57,45000,115.8,177.3,36.84,121
female,47,10000,99.2,164.7,36.57,103
female,80,35000,52.2,153.2,22.24,86.2
male,66,15000,86.4,160.9,33.37,108.9
male,32,100000,75.1,179.8,23.23,86.1
male,80,10000,80,168.9,28.04,111.4
female,78,25000,75.2,156.5,30.7,97.5
female,22,0,46.4,158.1,18.56,68.3
female,62,25000,75.9,164.2,28.15,112.6
female,53,100000,67,158.4,26.7,88.7
male,25,25000,124.1,181.1,37.84,115
female,25,5000,75.8,155,31.55,105.6
female,32,75000,50.1,150.9,22,79.7
male,23,5000,88.8,171.8,30.09,95.1
female,73,35000,59.1,158.4,23.55,94.8
female,38,100000,122,169,42.72,122.5
female,25,75000,46.9,158.3,18.72,70.5
female,61,55000,95.2,166.1,34.51,113.2
female,13,100000,54,160.6,20.94,71.3
male,56,100000,73,176.3,23.49,92.9
male,46,15000,103.9,187,29.71,109.6
male,44,25000,112.1,195,29.48,112.8
male,49,65000,51.2,164.9,18.83,69.5
male,16,45000,105,177.6,33.29,110.5
male,49,100000,98.7,171.7,33.48,111
female,47,< 20000,114,166,41.37,132.5
male,44,20000,92.8,174.4,30.51,104.2
female,77,45000,71.1,161.7,27.19,87.2
female,40,100000,100.8,170.3,34.76,108.8
male,78,10000,65.2,169.2,22.77,92.6
female,17,35000,70.6,162.6,26.7,84.7
male,53,75000,89.6,174,29.59,95.9
male,43,35000,84.8,165.9,30.81,98.5
male,34,75000,102.7,176.6,32.93,108.4
female,61,100000,55.2,160.6,21.4,75
female,24,35000,84.1,166.4,30.37,93.2
male,41,15000,78.6,171.7,26.66,96.1
female,22,100000,56.4,165.8,20.52,75
male,14,100000,57.8,162.8,21.81,74.3
female,14,65000,38.1,140.8,19.22,62.2
female,80,35000,45.6,162.7,17.23,79
male,49,100000,82.1,179.2,25.57,95.3
male,22,10000,95.8,180.5,29.4,105.6
male,29,55000,112.3,185.3,32.71,98.9
male,41,100000,124.2,194.5,32.83,114.5
male,18,55000,77.8,177.3,24.75,80.4
female,80,25000,51.3,156.6,20.92,77.1
female,21,45000,66.1,166.7,23.79,83.5
male,71,45000,93.6,180.2,28.82,106.6
male,54,,73.8,169.9,25.57,92
female,49,75000,96.8,170,33.49,116.8
male,36,100000,80.6,181.5,24.47,84.1
female,66,10000,97.3,157.7,39.12,109.6
male,22,15000,95.5,196.6,24.71,88.4
male,15,0,61.7,169.1,21.58,70.5
female,39,20000,93,165.5,33.95,
female,42,25000,63.7,155,26.51,93
male,56,100000,94,187.2,26.82,101.1
female,44,10000,150.3,166.2,54.41,140.6
female,61,75000,92.1,151.1,40.34,116.8
male,38,100000,86.6,173.5,28.77,97.7
female,56,100000,72.4,151,31.75,103.1
female,74,75000,71.6,166.5,25.83,94.3
female,52,35000,72.4,169.6,25.17,95.1
female,38,20000,42.8,157.6,17.23,66.5
female,71,25000,114.2,159.4,44.95,123.3
female,66,65000,98.5,167.7,35.02,113
female,31,25000,56.4,162.8,21.28,
female,16,25000,56.8,151.9,24.62,90.3
female,68,65000,73.7,159.5,28.97,96.5
female,14,15000,105.4,172.7,35.34,122.2
male,24,25000,78.8,166.4,28.46,92.8
female,76,75000,55.5,155,23.1,84.7
female,27,,52.2,153.1,22.27,82.5
male,22,0,67.3,178.6,21.1,77.9
male,21,25000,65.6,171.7,22.25,75.6
male,80,75000,77.3,153.7,32.72,
female,31,20000,72.8,167.5,25.95,87.5
male,80,35000,108.5,185,31.7,125.3
male,17,< 20000,55.5,173.6,18.42,72.8
female,21,20000,92.2,175.7,29.87,106.8
male,44,100000,131.3,188.3,37.03,124.4
female,16,45000,71.7,156.4,29.31,93.4
female,50,5000,65.1,169.2,22.74,86.7
male,53,35000,99.3,182.5,29.81,109.5
male,33,45000,92.1,175,30.07,101.5
female,80,100000,39.1,157,15.86,
male,74,45000,82.6,177.8,26.13,104
male,32,45000,109.5,183.3,32.59,111.3
female,61,35000,74.2,158.8,29.42,103.2
male,50,100000,75.7,171.5,25.74,90.7
male,80,10000,70.8,170.4,24.38,95.7
female,40,5000,109.9,166.7,39.55,122.9
male,51,75000,91,177,29.05,99.5
female,75,0,64.9,146,30.45,110
male,30,75000,70.4,174,23.25,87
female,32,20000,63.9,162.7,24.14,78.8
female,38,,53.8,153.7,22.77,78.8
male,80,25000,82.7,166.8,29.72,103.4
female,61,35000,63.4,146.4,29.58,96
female,33,55000,85.1,163.6,31.8,99.2
male,79,45000,71.9,178.3,22.62,89.6
female,12,75000,51.5,154,21.72,72.3
female,61,5000,49.8,148.2,22.67,
male,15,25000,71.1,180.3,21.87,75.7
female,47,20000,51.6,164.7,19.02,72.6
female,63,0,65.1,153.3,27.7,103.8
female,23,35000,62.6,161.9,23.88,92
male,15,75000,76.9,170.1,26.58,75.9
male,16,25000,128.2,183.8,37.95,122.8
female,49,100000,58.1,162.9,21.89,80.7
male,69,65000,129.4,181.5,39.28,136.6
male,21,35000,70.3,173.4,23.38,82.8
female,58,25000,73.4,160.6,28.46,97.6
male,58,100000,95,178.4,29.85,93.3
male,19,35000,64.7,159.8,25.34,84.2
female,80,15000,69.4,155,28.89,100.2
female,68,,70.4,169.3,24.56,92
male,38,65000,137.6,180.2,42.37,133.2
female,59,100000,70.1,157.2,28.37,95.7
female,80,15000,61.5,164.1,22.84,88.9
male,13,55000,85.1,160.9,32.87,104
female,18,20000,41.5,154.5,17.39,66
female,38,45000,124.4,188.3,35.08,113.1
male,69,35000,92.4,168.3,32.62,110.1
female,77,65000,85.6,148.8,38.66,118.1
male,40,20000,92.4,180.3,28.42,105.6
female,16,20000,62.6,162.6,23.68,77.7
female,40,55000,64.8,164.3,24,84.4
male,48,100000,93.1,180.2,28.67,99.5
male,15,15000,75,158.6,29.82,93.6
male,27,100000,65.1,167.7,23.15,83.2
male,63,65000,85.5,176.8,27.35,107
male,46,75000,75.9,171.9,25.69,95.3
female,74,5000,95,150,42.22,
male,15,45000,66.8,171.3,22.76,74
male,29,25000,128,175,41.8,128.2
female,17,75000,55.8,152.6,23.96,77
male,37,< 20000,73.9,164.1,27.44,92.9
male,33,35000,113.9,188.7,31.99,111.2
male,62,,114.3,181.8,34.58,127.3
male,27,10000,100.6,185.8,29.14,101.9
male,65,100000,66.7,176.2,21.48,78.1
female,80,25000,60.8,156.6,24.79,98.6
female,41,100000,67.8,165.3,24.81,86
male,20,15000,61.1,170.5,21.02,70.2
male,59,,56.3,175.5,18.28,
female,14,20000,51.5,152.3,22.2,74.3
male,46,75000,104.9,177.4,33.33,113.5
female,18,25000,50.6,164.4,18.72,70
female,26,20000,108.1,161.4,41.5,123.4
female,50,15000,76,156.1,31.19,106.3
female,32,100000,66.3,169.9,22.97,81.9
female,16,< 20000,56,150.1,24.86,83
male,35,65000,92.8,179.6,28.77,101
male,24,10000,94.2,169.2,32.9,117
male,51,25000,83.8,186.2,24.17,93.6
male,58,25000,92.3,175.2,30.07,110.8
female,15,,104,159,41.14,114.4
male,13,100000,68,166.9,24.41,76.4
male,17,100000,71.4,178.3,22.46,82.2
female,17,,58.6,156.9,23.8,87.6
female,46,20000,90.2,172.8,30.21,104.6
male,62,100000,90.8,175.4,29.51,107.9
male,18,25000,78.4,184.8,22.96,83.4
female,30,5000,82.3,163.9,30.64,107.9
male,66,,88.8,168.3,31.35,113.4
female,79,35000,77.4,169.6,26.91,99.7
male,80,15000,64.3,177.1,20.5,86
male,48,35000,102.1,178.4,32.08,115.7
male,78,55000,66.8,173.5,22.19,84.8
female,23,25000,45.7,161.3,17.56,67.3
male,35,35000,67.4,179.5,20.92,79
male,44,5000,56.1,165.9,20.38,75.7
female,47,10000,73.2,161.9,27.93,95.2
female,21,15000,55.4,164.6,20.45,77.8
male,75,10000,74,165.9,26.89,102.6
male,41,55000,109.3,173.3,36.39,117.4
female,34,25000,85.4,162,32.54,100.8
male,17,20000,72.7,172.7,24.38,88.9
female,42,10000,126.4,168.1,44.73,126.6
female,71,20000,108.3,172.6,36.35,122.2
female,43,20000,80.3,169.4,27.98,
female,16,,72.3,162.9,27.25,96.5
female,72,20000,90.8,158.3,36.23,113.8
female,17,75000,74.8,177.2,23.82,78.7
female,73,25000,65.3,158.6,25.96,89.2
male,20,35000,79.5,175,25.96,89.3
female,16,25000,49.8,165.9,18.09,67.5
female,21,5000,65.2,168.9,22.86,88.2
male,15,65000,56.4,158,22.59,76.7
male,24,35000,78.8,169.8,27.33,85.4
male,65,10000,85.4,179,26.65,105.4
male,76,75000,82.6,181.4,25.1,96.1
female,20,10000,74.6,157,30.26,98.3
male,23,15000,69.1,170,23.91,91
female,33,35000,122.6,164.2,45.47,135
female,41,75000,83.1,177.1,26.49,96.3
female,72,15000,98.5,165.6,35.92,115.7
male,80,35000,78.8,169.4,27.46,106.3
male,62,35000,76.9,168.4,27.12,96.7
male,36,100000,77.9,172.6,26.15,81.6
female,76,20000,70,148.2,31.87,103.3
male,43,75000,105.3,199.6,26.43,103.5
male,32,100000,93.7,187.1,26.77,91.4
male,48,25000,81.7,172.3,27.52,96.7
female,79,55000,58.4,156.7,23.78,87.6
male,74,10000,83,180.2,25.56,102
female,12,25000,42.9,159.2,16.93,63.5
male,13,45000,44.5,155.7,18.36,69.5
male,49,15000,88.8,173.8,29.4,101.6
male,13,45000,42.9,138.9,22.24,74.6
male,69,100000,53.7,156.7,21.87,77.7
female,72,45000,82.6,165.6,30.12,103.4
female,41,100000,59.6,159.9,23.31,85.4
female,75,,60.4,158.2,24.13,88.1
male,13,75000,52.7,152.2,22.75,75.5
male,47,0,74.9,183.6,22.22,87.2
male,51,100000,145.2,180.8,44.42,141.3
male,80,25000,73,175.6,23.67,
female,18,15000,54.8,165.7,19.96,73.2
male,16,0,73.6,171.9,24.91,82.2
male,40,5000,85,163.4,31.84,104.5
male,18,25000,49.9,160.7,19.32,70.3
male,62,10000,76.9,169.6,26.73,93.4
female,63,20000,79.2,156.4,32.38,110.8
male,69,5000,79.9,177.2,25.45,101.3
male,76,20000,70.7,166.6,25.47,102.2
male,37,20000,106.5,175.8,34.46,109.5
female,14,10000,69.3,161.2,26.67,86.6
male,51,55000,91.7,176.8,29.34,104.3
female,55,100000,67.5,167.2,24.15,91
male,61,10000,67.6,160.3,26.31,99.2
male,46,100000,70.3,167.3,25.12,86.5
male,80,10000,72.2,166.3,26.11,97.6
male,69,25000,63.5,175.2,20.69,84.3
female,67,5000,67.5,149.5,30.2,
male,42,100000,108.7,178.7,34.04,117.4
female,71,< 20000,70.6,153.2,30.08,89.6
male,37,55000,124.4,182,37.56,113.7
male,40,20000,83.1,165.9,30.19,102.4
male,61,45000,95.3,167.9,33.81,114.3
male,19,25000,72.7,179.6,22.54,76.8
female,19,65000,78.2,173.8,25.89,97.1
female,22,15000,99.7,153.2,42.48,124
male,53,100000,69.6,179.7,21.55,85.6
male,18,25000,90.8,175.2,29.58,102.9
female,50,65000,86.3,160.1,33.67,104.2
female,43,0,104.6,161,40.35,121.7
female,48,20000,85.7,150,38.09,114.5
male,63,5000,94.9,174.4,31.2,106.7
male,15,35000,62.7,165.4,22.92,78.2
male,49,5000,63.3,168.7,22.24,88.2
male,14,25000,68.6,161.5,26.3,83.6
male,38,25000,69.2,160.9,26.73,87.7
female,21,20000,70.6,157.7,28.39,97.6
female,23,45000,102.1,172,34.51,105.4
male,38,55000,65.7,180.4,20.19,83.4
female,52,45000,82.1,162.7,31.01,101.8
female,46,55000,85.1,155.9,35.01,102.5
male,35,100000,107.2,180.9,32.76,116.8
male,36,20000,94.8,179.3,29.49,111.1
female,69,10000,79.3,155.3,32.88,106.9
male,14,25000,73.1,168.4,25.78,87.6
male,33,75000,100.3,178.9,31.34,104.3
male,16,20000,53.7,161.5,20.59,69
male,61,55000,87.4,169.9,30.28,103.9
female,31,35000,48.4,163.9,18.02,67.3
female,56,100000,58,165.6,21.15,81.7
male,42,10000,78.7,167.9,27.92,91.4
female,48,100000,83,162.3,31.51,95.3
male,55,10000,66.6,168.3,23.51,83.9
female,80,35000,53,163.3,19.87,75
female,77,,59.9,175.8,19.38,86.5
male,26,,127.8,182,38.58,125.2
male,36,100000,96.4,172.4,32.43,103.5
male,68,55000,98.6,180.7,30.2,115
female,72,75000,69.4,166,25.19,83.5
female,33,20000,70.2,175.2,22.87,87.7
female,33,0,46.1,162.4,17.48,
female,80,35000,90.8,154.4,38.09,115.2
female,61,0,61.7,153.1,26.32,80.5
male,54,,82.4,175.9,26.63,95.1
male,44,100000,128.9,173.2,42.97,135.4
male,50,75000,75.9,181,23.17,83
female,40,20000,75.6,167.5,26.95,95
female,25,0,112.2,162.7,42.39,141
female,70,25000,106.6,153.7,45.12,126.5
male,26,25000,110,177.8,34.8,116
female,26,25000,79.2,154.4,33.22,97.8
male,65,75000,91.8,163.5,34.34,110.7
female,79,5000,48,146.1,22.49,88
female,61,10000,85.2,164.5,31.49,108.3
female,60,5000,96.2,159.6,37.77,119.5
male,50,5000,75.7,186.1,21.86,83.4
female,48,35000,78,164.8,28.72,101.1
female,26,0,87.1,159,34.45,103.5
female,33,75000,44.2,158.5,17.59,62
male,22,5000,74.5,180.4,22.89,85.1
male,30,75000,68.5,168.9,24.01,77.4
female,32,20000,82.9,159,32.79,96
female,37,45000,89.1,167.1,31.91,109.2
male,74,20000,99.6,165.3,36.45,123.9
male,18,20000,87.8,177.5,27.87,93
female,14,65000,75.4,169.2,26.34,86.2
male,43,100000,87.9,185.9,25.43,93.3
female,61,15000,68.3,147.9,31.22,94.5
male,47,75000,105.5,175.3,34.33,121.8
male,40,35000,101,171.7,34.26,112
female,38,15000,57.1,162.6,21.6,78.2
female,69,10000,90.2,146.4,42.08,107.4
female,73,35000,83.2,159.2,32.83,113.2
male,55,75000,77.7,182.5,23.33,91
male,50,20000,107.3,170.8,36.78,114.2
female,63,0,68.5,165.2,25.1,88.5
female,46,65000,69.8,165.1,25.61,88.1
female,42,45000,60.7,166.9,21.79,88.6
male,15,100000,89.4,171.1,30.54,98.8
male,43,20000,96.5,181,29.46,100.7
female,68,10000,57.3,163.5,21.43,92.3
female,22,10000,67.5,159.6,26.5,86.3
female,41,65000,70.9,162.9,26.72,97.9
male,28,55000,90.3,174.8,29.55,93.2
female,29,20000,87.3,170.2,30.14,94
male,51,100000,121.1,188.7,34.01,120.3
male,32,100000,112.1,184.8,32.82,112.2
male,22,10000,79.7,172.4,26.82,85.5
male,52,,57.9,162.7,21.87,79
female,63,25000,78.1,158.2,31.21,104.4
female,80,20000,51.1,154.5,21.41,83.6
female,59,25000,102.9,169.7,35.73,112.2
female,37,55000,59.6,160.1,23.25,85.1
male,47,100000,90.3,172.6,30.31,98
male,14,45000,61.8,172.2,20.84,74.6
female,76,45000,50.1,157.2,20.27,81.4
female,62,,68,162.3,25.81,84
male,49,75000,116.6,181.3,35.47,129.8
female,25,45000,83.1,154.8,34.68,111
female,34,35000,100,158.4,39.86,117.7
female,17,100000,76.7,161.3,29.48,
male,22,100000,75.2,167.1,26.93,84.2
male,32,75000,125.5,189.7,34.87,122.2
male,15,20000,101.8,176.6,32.64,104.5
male,16,20000,91.1,179.6,28.24,97.3
male,58,20000,71.3,172.5,23.96,97.1
female,76,< 20000,58.9,160.7,22.81,84.8
female,39,75000,54.3,157.3,21.95,82.5
female,50,10000,67.9,159.8,26.59,94.7
male,74,15000,72,169.2,25.15,93.5
male,36,65000,118,188.8,33.1,110.2
male,31,45000,120.8,185.3,35.18,121.3
female,76,25000,89.4,151.1,39.16,98.5
male,57,100000,109.1,180.5,33.49,114.5
male,13,0,28,135.7,15.21,56.6
female,80,20000,74,161.2,28.48,99.7
female,80,25000,59.7,157.7,24.01,91.5
male,48,20000,88.5,182.7,26.51,100.5
male,45,5000,80.9,174.4,26.6,101.8
male,66,100000,79.6,173,26.6,101.2
male,66,100000,89.3,181.8,27.02,106.1
female,19,25000,45.1,167.7,16.04,64.5
female,13,25000,48.5,151.6,21.1,64.7
male,20,0,55.2,162.4,20.93,76.7
male,62,65000,97.5,169.4,33.98,112.6
male,45,< 20000,105.9,183.8,31.35,111.4
female,52,45000,85.7,162.4,32.49,107.2
female,39,75000,58.4,156.1,23.97,82.3
male,79,45000,79.3,182.2,23.89,98.1
male,16,20000,75.5,180,23.3,76.9
male,75,45000,82.5,172.7,27.66,106.4
male,46,20000,105.8,172.8,35.43,110
female,50,25000,69.7,150.8,30.65,104.3
female,45,100000,49.9,156.9,20.27,71.8
male,63,75000,97.5,171.9,33,111.8
female,75,100000,111.6,165.5,40.74,124.5
female,49,75000,116.8,167.9,41.43,129.8
male,52,25000,80.1,180,24.72,94.2
female,65,45000,63.6,164.9,23.39,
male,47,100000,76.2,171.7,25.85,87.7
male,55,35000,90.6,177.8,28.66,106
male,68,55000,84.6,166.9,30.37,107.3
male,23,5000,61.2,180,18.89,
male,56,35000,77.5,171.7,26.29,100.4
female,69,15000,65,162.9,24.49,83.6
female,14,35000,65.5,158.2,26.17,92.6
female,75,45000,69.9,172.9,23.38,93.5
female,59,5000,84.2,163.9,31.34,107.6
female,55,25000,123.4,163.6,46.11,122
female,16,,64.4,154.7,26.91,90.5
female,80,10000,67.9,161.2,26.13,94.9
female,62,10000,71.9,161.7,27.5,90.5
male,55,25000,81.4,171.2,27.77,97.6
female,44,55000,69.9,155.3,28.98,88.5
female,34,75000,74.8,158.4,29.81,99
female,35,100000,129.1,164.1,47.94,121
male,67,35000,65.8,155.6,27.18,100.3
female,69,45000,71,159.7,27.84,93.5
male,39,45000,87.5,179.1,27.28,98.2
male,42,45000,122.9,180.5,37.72,133.2
male,64,15000,69.9,165.1,25.64,93.6
female,76,35000,87.3,161.2,33.6,108
male,50,15000,103.4,177.6,32.78,108.7
male,50,100000,124.2,184.5,36.49,116.2
male,14,45000,64.7,168,22.92,
male,14,25000,62.6,168.6,22.02,78.6
male,41,100000,90.3,191.1,24.73,99.9
female,58,20000,59.1,152.9,25.28,86.3
male,49,< 20000,86.4,176.3,27.8,102.3
female,15,75000,76.2,160,29.77,92.1
female,16,25000,88.9,160.2,34.64,99.4
male,56,100000,82.9,190.5,22.84,93.8
male,27,20000,87.2,171.3,29.72,98.2
male,21,55000,75.5,188,21.36,82.7
male,78,15000,108.3,164.2,40.17,
female,31,35000,56.4,149.5,25.23,72.7
male,70,100000,95.9,190.8,26.34,105.3
male,41,25000,116.5,179.1,36.32,110.6
male,75,65000,95.1,176.1,30.67,116.5
female,38,100000,62.5,161.8,23.87,81.7
female,46,100000,78.8,176,25.44,93.1
female,46,100000,60.9,158.5,24.24,88
male,13,15000,106.1,168.6,37.33,119
male,61,10000,83.6,169.2,29.2,98.2
female,41,25000,95,167.4,33.9,111.5
female,49,100000,58.8,176.5,18.88,105
female,43,75000,55.7,159.7,21.84,81.3
male,14,45000,40.2,155.9,16.54,65.4
male,35,100000,85.3,176.3,27.44,95.1
male,48,20000,70.3,165.5,25.67,95.8
male,33,25000,70.4,187.1,20.11,80
male,15,45000,46.6,166.6,16.79,65
female,51,,57.9,162.3,21.98,74.5
male,56,35000,78.9,182.4,23.72,83
male,75,25000,78.5,177,25.06,96
male,42,45000,90.2,171.2,30.78,100.4
female,80,10000,47.1,158.9,18.65,75.5
female,37,10000,97.6,169.9,33.81,111.8
female,37,75000,64.3,161.3,24.71,79.3
female,33,35000,71.3,172.4,23.99,87
female,80,20000,68.7,152.5,29.54,99.5
female,41,10000,88.7,153.2,37.79,118.6
female,40,45000,105,176.4,33.74,101.4
